DBN,School Name,Grade,Year,Category,Number Tested,Mean Scale Score,# Level 1,% Level 1,# Level 2,% Level 2,# Level 3,% Level 3,# Level 4,% Level 4,# Level 3+4,% Level 3+4
07X223,THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY: X,8,2014,Never ELL,111,300,23,20.7,55,49.5,27,24.3,6,5.4,33,29.7
07X223,THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY: X,8,2015,Never ELL,52,305,9,17.3,24,46.2,16,30.8,3,5.8,19,36.5
07X223,THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY: X,8,2016,Never ELL,52,307,9,17.3,19,36.5,22,42.3,2,3.8,24,46.2
07X223,THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY: X,8,2017,Never ELL,65,315,8,12.3,17,26.2,32,49.2,8,12.3,40,61.5
07X223,THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY: X,8,2018,Never ELL,70,605,9,12.9,23,32.9,13,18.6,25,35.7,38,54.3
07X223,THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY: X,8,2019,Never ELL,53,603,3,5.7,19,35.8,24,45.3,7,13.2,31,58.5
07X224,P.S./I.S. 224,8,2014,Current ELL,38,249,30,78.9,8,21.1,0,0,0,0,0,0
07X224,P.S./I.S. 224,8,2015,Current ELL,32,261,25,78.1,7,21.9,0,0,0,0,0,0
07X224,P.S./I.S. 224,8,2016,Current ELL,32,261,27,84.4,5,15.6,0,0,0,0,0,0
07X224,P.S./I.S. 224,8,2017,Current ELL,21,267,15,71.4,6,28.6,0,0,0,0,0,0
07X224,P.S./I.S. 224,8,2018,Current ELL,31,573,18,58.1,13,41.9,0,0,0,0,0,0
07X224,P.S./I.S. 224,8,2019,Current ELL,19,564,16,84.2,3,15.8,0,0,0,0,0,0
07X224,P.S./I.S. 224,8,2014,Ever ELL,9,274,6,66.7,3,33.3,0,0,0,0,0,0
07X224,P.S./I.S. 224,8,2015,Ever ELL,14,284,5,35.7,9,64.3,0,0,0,0,0,0
07X224,P.S./I.S. 224,8,2016,Ever ELL,14,301,3,21.4,5,35.7,6,42.9,0,0,6,42.9
07X224,P.S./I.S. 224,8,2017,Ever ELL,27,290,9,33.3,15,55.6,3,11.1,0,0,3,11.1
07X224,P.S./I.S. 224,8,2018,Ever ELL,21,597,2,9.5,10,47.6,8,38.1,1,4.8,9,42.9
07X224,P.S./I.S. 224,8,2019,Ever ELL,11,601,0,0,7,63.6,4,36.4,0,0,4,36.4
07X224,P.S./I.S. 224,8,2014,Never ELL,48,275,28,58.3,15,31.3,5,10.4,0,0,5,10.4
07X224,P.S./I.S. 224,8,2015,Never ELL,59,280,29,49.2,24,40.7,6,10.2,0,0,6,10.2
07X224,P.S./I.S. 224,8,2016,Never ELL,63,293,16,25.4,35,55.6,10,15.9,2,3.2,12,19
07X224,P.S./I.S. 224,8,2017,Never ELL,65,290,23,35.4,29,44.6,11,16.9,2,3.1,13,20
07X224,P.S./I.S. 224,8,2018,Never ELL,64,590,19,29.7,29,45.3,16,25,0,0,16,25
07X224,P.S./I.S. 224,8,2019,Never ELL,81,590,20,24.7,45,55.6,14,17.3,2,2.5,16,19.8
07X296,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,8,2014,Current ELL,13,256,12,92.3,1,7.7,0,0,0,0,0,0
07X296,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,8,2015,Current ELL,12,249,9,75,3,25,0,0,0,0,0,0
07X296,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,8,2016,Current ELL,10,269,6,60,4,40,0,0,0,0,0,0
07X296,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,8,2017,Current ELL,13,294,3,23.1,8,61.5,2,15.4,0,0,2,15.4
07X296,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,8,2018,Current ELL,7,582,3,42.9,4,57.1,0,0,0,0,0,0
07X296,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,8,2019,Current ELL,8,575,4,50,4,50,0,0,0,0,0,0
07X296,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,8,2014,Ever ELL,14,290,3,21.4,10,71.4,1,7.1,0,0,1,7.1
07X296,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,8,2015,Ever ELL,16,292,5,31.3,9,56.3,2,12.5,0,0,2,12.5
07X296,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,8,2016,Ever ELL,17,293,3,17.6,13,76.5,1,5.9,0,0,1,5.9
07X296,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,8,2017,Ever ELL,15,311,1,6.7,5,33.3,8,53.3,1,6.7,9,60
07X296,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,8,2018,Ever ELL,9,593,1,11.1,5,55.6,3,33.3,0,0,3,33.3
07X296,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,8,2019,Ever ELL,7,597,2,28.6,1,14.3,4,57.1,0,0,4,57.1
07X296,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,8,2014,Never ELL,100,274,71,71,23,23,6,6,0,0,6,6
07X296,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,8,2015,Never ELL,78,276,46,59,28,35.9,3,3.8,1,1.3,4,5.1
07X296,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,8,2016,Never ELL,82,288,28,34.1,39,47.6,14,17.1,1,1.2,15,18.3
07X296,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,8,2017,Never ELL,67,307,9,13.4,34,50.7,19,28.4,5,7.5,24,35.8
07X296,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,8,2018,Never ELL,54,593,14,25.9,25,46.3,12,22.2,3,5.6,15,27.8
07X296,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,8,2019,Never ELL,68,594,12,17.6,34,50,19,27.9,3,4.4,22,32.4
07X298,ACADEMY OF PUBLIC RELATIONS,8,2014,Current ELL,40,246,35,87.5,5,12.5,0,0,0,0,0,0
07X298,ACADEMY OF PUBLIC RELATIONS,8,2015,Current ELL,26,256,20,76.9,6,23.1,0,0,0,0,0,0
07X298,ACADEMY OF PUBLIC RELATIONS,8,2016,Current ELL,22,267,14,63.6,8,36.4,0,0,0,0,0,0
07X298,ACADEMY OF PUBLIC RELATIONS,8,2017,Current ELL,20,273,13,65,7,35,0,0,0,0,0,0
07X298,ACADEMY OF PUBLIC RELATIONS,8,2018,Current ELL,14,574,9,64.3,5,35.7,0,0,0,0,0,0
07X298,ACADEMY OF PUBLIC RELATIONS,8,2019,Current ELL,18,577,11,61.1,7,38.9,0,0,0,0,0,0
07X298,ACADEMY OF PUBLIC RELATIONS,8,2014,Ever ELL,15,293,2,13.3,12,80,1,6.7,0,0,1,6.7
07X298,ACADEMY OF PUBLIC RELATIONS,8,2015,Ever ELL,12,283,4,33.3,7,58.3,1,8.3,0,0,1,8.3
07X298,ACADEMY OF PUBLIC RELATIONS,8,2016,Ever ELL,19,309,1,5.3,13,68.4,3,15.8,2,10.5,5,26.3
07X298,ACADEMY OF PUBLIC RELATIONS,8,2017,Ever ELL,17,304,1,5.9,13,76.5,2,11.8,1,5.9,3,17.6
07X298,ACADEMY OF PUBLIC RELATIONS,8,2018,Ever ELL,8,600,2,25,1,12.5,4,50,1,12.5,5,62.5
07X298,ACADEMY OF PUBLIC RELATIONS,8,2019,Ever ELL,18,598,0,0,12,66.7,6,33.3,0,0,6,33.3
07X298,ACADEMY OF PUBLIC RELATIONS,8,2014,Never ELL,29,279,15,51.7,12,41.4,2,6.9,0,0,2,6.9
07X298,ACADEMY OF PUBLIC RELATIONS,8,2015,Never ELL,74,284,34,45.9,31,41.9,7,9.5,2,2.7,9,12.2
07X298,ACADEMY OF PUBLIC RELATIONS,8,2016,Never ELL,74,295,22,29.7,37,50,13,17.6,2,2.7,15,20.3
07X298,ACADEMY OF PUBLIC RELATIONS,8,2017,Never ELL,50,298,12,24,23,46,12,24,3,6,15,30
07X298,ACADEMY OF PUBLIC RELATIONS,8,2018,Never ELL,54,600,5,9.3,26,48.1,19,35.2,4,7.4,23,42.6
07X298,ACADEMY OF PUBLIC RELATIONS,8,2019,Never ELL,36,596,4,11.1,19,52.8,12,33.3,1,2.8,13,36.1
07X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,8,2014,Current ELL,12,244,11,91.7,0,0,1,8.3,0,0,1,8.3
07X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,8,2015,Current ELL,13,259,11,84.6,2,15.4,0,0,0,0,0,0
07X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,8,2016,Current ELL,7,295,2,28.6,4,57.1,1,14.3,0,0,1,14.3
07X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,8,2017,Current ELL,6,287,3,50,3,50,0,0,0,0,0,0
07X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,8,2018,Current ELL,9,587,3,33.3,6,66.7,0,0,0,0,0,0
07X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,8,2019,Current ELL,6,590,1,16.7,4,66.7,1,16.7,0,0,1,16.7
07X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,8,2014,Ever ELL,19,282,9,47.4,9,47.4,1,5.3,0,0,1,5.3
07X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,8,2015,Ever ELL,20,291,6,30,9,45,5,25,0,0,5,25
07X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,8,2016,Ever ELL,19,319,0,0,11,57.9,5,26.3,3,15.8,8,42.1
07X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,8,2017,Ever ELL,21,325,0,0,7,33.3,8,38.1,6,28.6,14,66.7
07X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,8,2018,Ever ELL,19,610,0,0,7,36.8,5,26.3,7,36.8,12,63.2
07X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,8,2019,Ever ELL,17,604,0,0,8,47.1,6,35.3,3,17.6,9,52.9
07X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,8,2014,Never ELL,58,279,26,44.8,28,48.3,4,6.9,0,0,4,6.9
07X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,8,2015,Never ELL,61,287,24,39.3,28,45.9,7,11.5,2,3.3,9,14.8
07X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,8,2016,Never ELL,69,312,7,10.1,28,40.6,25,36.2,9,13,34,49.3
07X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,8,2017,Never ELL,72,317,5,6.9,26,36.1,28,38.9,13,18.1,41,56.9
07X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,8,2018,Never ELL,63,603,5,7.9,27,42.9,17,27,14,22.2,31,49.2
07X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,8,2019,Never ELL,75,597,12,16,32,42.7,21,28,10,13.3,31,41.3
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,8,2014,Current ELL,6,282,3,50,3,50,0,0,0,0,0,0
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,8,2015,Current ELL,4,s,s,s,s,s,s,s,s,s,s,s
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,8,2016,Current ELL,4,s,s,s,s,s,s,s,s,s,s,s
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,8,2017,Current ELL,3,s,s,s,s,s,s,s,s,s,s,s
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,8,2018,Current ELL,4,s,s,s,s,s,s,s,s,s,s,s
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,8,2019,Current ELL,1,s,s,s,s,s,s,s,s,s,s,s
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,8,2014,Ever ELL,11,309,2,18.2,3,27.3,5,45.5,1,9.1,6,54.5
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,8,2015,Ever ELL,20,s,s,s,s,s,s,s,s,s,s,s
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,8,2016,Ever ELL,12,s,s,s,s,s,s,s,s,s,s,s
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,8,2017,Ever ELL,15,s,s,s,s,s,s,s,s,s,s,s
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,8,2018,Ever ELL,12,s,s,s,s,s,s,s,s,s,s,s
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,8,2019,Ever ELL,17,s,s,s,s,s,s,s,s,s,s,s
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,8,2014,Never ELL,34,293,12,35.3,15,44.1,7,20.6,0,0,7,20.6
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,8,2015,Never ELL,36,289,12,33.3,16,44.4,7,19.4,1,2.8,8,22.2
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,8,2016,Never ELL,41,303,9,22,20,48.8,9,22,3,7.3,12,29.3
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,8,2017,Never ELL,48,309,3,6.3,24,50,20,41.7,1,2.1,21,43.8
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,8,2018,Never ELL,31,601,6,19.4,8,25.8,10,32.3,7,22.6,17,54.8
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,8,2019,Never ELL,40,605,4,10,14,35,12,30,10,25,22,55
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,8,2014,Current ELL,6,239,6,100,0,0,0,0,0,0,0,0
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,8,2015,Current ELL,7,241,6,85.7,1,14.3,0,0,0,0,0,0
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,8,2016,Current ELL,18,273,10,55.6,8,44.4,0,0,0,0,0,0
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,8,2017,Current ELL,9,259,8,88.9,1,11.1,0,0,0,0,0,0
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,8,2018,Current ELL,13,582,5,38.5,7,53.8,1,7.7,0,0,1,7.7
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,8,2019,Current ELL,8,579,4,50,4,50,0,0,0,0,0,0
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,8,2014,Ever ELL,12,273,10,83.3,2,16.7,0,0,0,0,0,0
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,8,2015,Ever ELL,16,291,5,31.3,7,43.8,3,18.8,1,6.3,4,25
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,8,2016,Ever ELL,18,297,2,11.1,16,88.9,0,0,0,0,0,0
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,8,2017,Ever ELL,12,298,3,25,6,50,3,25,0,0,3,25
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,8,2018,Ever ELL,11,606,1,9.1,2,18.2,5,45.5,3,27.3,8,72.7
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,8,2019,Ever ELL,11,604,1,9.1,5,45.5,3,27.3,2,18.2,5,45.5
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,8,2014,Never ELL,53,273,35,66,17,32.1,1,1.9,0,0,1,1.9
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,8,2015,Never ELL,43,279,22,51.2,20,46.5,1,2.3,0,0,1,2.3
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,8,2016,Never ELL,54,284,24,44.4,21,38.9,8,14.8,1,1.9,9,16.7
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,8,2017,Never ELL,59,294,17,28.8,31,52.5,10,16.9,1,1.7,11,18.6
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,8,2018,Never ELL,51,590,22,43.1,14,27.5,10,19.6,5,9.8,15,29.4
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,8,2019,Never ELL,63,593,12,19,37,58.7,13,20.6,1,1.6,14,22.2
07X584,I.S. 584,8,2018,Current ELL,22,580,13,59.1,8,36.4,1,4.5,0,0,1,4.5
07X584,I.S. 584,8,2019,Current ELL,15,586,5,33.3,8,53.3,2,13.3,0,0,2,13.3
07X584,I.S. 584,8,2018,Ever ELL,14,600,2,14.3,6,42.9,4,28.6,2,14.3,6,42.9
07X584,I.S. 584,8,2019,Ever ELL,16,601,2,12.5,6,37.5,7,43.8,1,6.3,8,50
07X584,I.S. 584,8,2018,Never ELL,65,593,17,26.2,31,47.7,14,21.5,3,4.6,17,26.2
07X584,I.S. 584,8,2019,Never ELL,52,597,10,19.2,21,40.4,12,23.1,9,17.3,21,40.4
08X071,P.S. 071 ROSE E. SCALA,8,2014,Current ELL,9,276,6,66.7,2,22.2,1,11.1,0,0,1,11.1
08X071,P.S. 071 ROSE E. SCALA,8,2015,Current ELL,8,279,3,37.5,5,62.5,0,0,0,0,0,0
08X071,P.S. 071 ROSE E. SCALA,8,2016,Current ELL,9,270,5,55.6,4,44.4,0,0,0,0,0,0
08X071,P.S. 071 ROSE E. SCALA,8,2017,Current ELL,3,s,s,s,s,s,s,s,s,s,s,s
08X071,P.S. 071 ROSE E. SCALA,8,2018,Current ELL,9,585,4,44.4,5,55.6,0,0,0,0,0,0
08X071,P.S. 071 ROSE E. SCALA,8,2019,Current ELL,9,588,1,11.1,8,88.9,0,0,0,0,0,0
08X071,P.S. 071 ROSE E. SCALA,8,2014,Ever ELL,16,308,3,18.8,6,37.5,7,43.8,0,0,7,43.8
08X071,P.S. 071 ROSE E. SCALA,8,2015,Ever ELL,9,317,0,0,4,44.4,5,55.6,0,0,5,55.6
08X071,P.S. 071 ROSE E. SCALA,8,2016,Ever ELL,14,307,2,14.3,8,57.1,4,28.6,0,0,4,28.6
08X071,P.S. 071 ROSE E. SCALA,8,2017,Ever ELL,22,s,s,s,s,s,s,s,s,s,s,s
08X071,P.S. 071 ROSE E. SCALA,8,2018,Ever ELL,13,605,0,0,7,53.8,4,30.8,2,15.4,6,46.2
08X071,P.S. 071 ROSE E. SCALA,8,2019,Ever ELL,16,603,1,6.3,6,37.5,7,43.8,2,12.5,9,56.3
08X071,P.S. 071 ROSE E. SCALA,8,2014,Never ELL,151,307,21,13.9,72,47.7,43,28.5,15,9.9,58,38.4
08X071,P.S. 071 ROSE E. SCALA,8,2015,Never ELL,160,308,25,15.6,74,46.3,41,25.6,20,12.5,61,38.1
08X071,P.S. 071 ROSE E. SCALA,8,2016,Never ELL,142,318,11,7.7,48,33.8,55,38.7,28,19.7,83,58.5
08X071,P.S. 071 ROSE E. SCALA,8,2017,Never ELL,145,314,18,12.4,52,35.9,53,36.6,22,15.2,75,51.7
08X071,P.S. 071 ROSE E. SCALA,8,2018,Never ELL,152,606,14,9.2,53,34.9,45,29.6,40,26.3,85,55.9
08X071,P.S. 071 ROSE E. SCALA,8,2019,Never ELL,133,604,15,11.3,46,34.6,41,30.8,31,23.3,72,54.1
08X101,M.S. X101 EDWARD R. BYRNE,8,2015,Current ELL,1,s,s,s,s,s,s,s,s,s,s,s
08X101,M.S. X101 EDWARD R. BYRNE,8,2016,Current ELL,2,s,s,s,s,s,s,s,s,s,s,s
08X101,M.S. X101 EDWARD R. BYRNE,8,2017,Current ELL,1,s,s,s,s,s,s,s,s,s,s,s
08X101,M.S. X101 EDWARD R. BYRNE,8,2018,Current ELL,1,s,s,s,s,s,s,s,s,s,s,s
08X101,M.S. X101 EDWARD R. BYRNE,8,2019,Current ELL,1,s,s,s,s,s,s,s,s,s,s,s
08X101,M.S. X101 EDWARD R. BYRNE,8,2014,Ever ELL,10,322,0,0,4,40,5,50,1,10,6,60
08X101,M.S. X101 EDWARD R. BYRNE,8,2015,Ever ELL,16,s,s,s,s,s,s,s,s,s,s,s
08X101,M.S. X101 EDWARD R. BYRNE,8,2016,Ever ELL,28,s,s,s,s,s,s,s,s,s,s,s
08X101,M.S. X101 EDWARD R. BYRNE,8,2017,Ever ELL,17,s,s,s,s,s,s,s,s,s,s,s
08X101,M.S. X101 EDWARD R. BYRNE,8,2018,Ever ELL,12,s,s,s,s,s,s,s,s,s,s,s
08X101,M.S. X101 EDWARD R. BYRNE,8,2019,Ever ELL,16,s,s,s,s,s,s,s,s,s,s,s
08X101,M.S. X101 EDWARD R. BYRNE,8,2014,Never ELL,135,315,8,5.9,61,45.2,46,34.1,20,14.8,66,48.9
08X101,M.S. X101 EDWARD R. BYRNE,8,2015,Never ELL,130,312,20,15.4,46,35.4,43,33.1,21,16.2,64,49.2
08X101,M.S. X101 EDWARD R. BYRNE,8,2016,Never ELL,120,319,14,11.7,42,35,33,27.5,31,25.8,64,53.3
08X101,M.S. X101 EDWARD R. BYRNE,8,2017,Never ELL,124,325,9,7.3,28,22.6,50,40.3,37,29.8,87,70.2
08X101,M.S. X101 EDWARD R. BYRNE,8,2018,Never ELL,127,609,9,7.1,37,29.1,34,26.8,47,37,81,63.8
08X101,M.S. X101 EDWARD R. BYRNE,8,2019,Never ELL,155,611,8,5.2,32,20.6,56,36.1,59,38.1,115,74.2
08X123,J.H.S. 123 JAMES M. KIERAN,8,2014,Current ELL,31,247,26,83.9,5,16.1,0,0,0,0,0,0
08X123,J.H.S. 123 JAMES M. KIERAN,8,2015,Current ELL,23,257,20,87,3,13,0,0,0,0,0,0
08X123,J.H.S. 123 JAMES M. KIERAN,8,2016,Current ELL,22,269,16,72.7,5,22.7,1,4.5,0,0,1,4.5
08X123,J.H.S. 123 JAMES M. KIERAN,8,2017,Current ELL,20,286,10,50,7,35,2,10,1,5,3,15
08X123,J.H.S. 123 JAMES M. KIERAN,8,2018,Current ELL,19,573,13,68.4,5,26.3,1,5.3,0,0,1,5.3
08X123,J.H.S. 123 JAMES M. KIERAN,8,2019,Current ELL,22,575,13,59.1,6,27.3,3,13.6,0,0,3,13.6
08X123,J.H.S. 123 JAMES M. KIERAN,8,2014,Ever ELL,41,294,10,24.4,26,63.4,4,9.8,1,2.4,5,12.2
08X123,J.H.S. 123 JAMES M. KIERAN,8,2015,Ever ELL,25,292,6,24,17,68,1,4,1,4,2,8
08X123,J.H.S. 123 JAMES M. KIERAN,8,2016,Ever ELL,23,303,2,8.7,13,56.5,8,34.8,0,0,8,34.8
08X123,J.H.S. 123 JAMES M. KIERAN,8,2017,Ever ELL,22,315,2,9.1,8,36.4,10,45.5,2,9.1,12,54.5
08X123,J.H.S. 123 JAMES M. KIERAN,8,2018,Ever ELL,13,606,0,0,5,38.5,5,38.5,3,23.1,8,61.5
08X123,J.H.S. 123 JAMES M. KIERAN,8,2019,Ever ELL,24,603,0,0,14,58.3,7,29.2,3,12.5,10,41.7
08X123,J.H.S. 123 JAMES M. KIERAN,8,2014,Never ELL,102,289,37,36.3,45,44.1,17,16.7,3,2.9,20,19.6
08X123,J.H.S. 123 JAMES M. KIERAN,8,2015,Never ELL,84,284,38,45.2,37,44,9,10.7,0,0,9,10.7
08X123,J.H.S. 123 JAMES M. KIERAN,8,2016,Never ELL,68,297,19,27.9,27,39.7,21,30.9,1,1.5,22,32.4
08X123,J.H.S. 123 JAMES M. KIERAN,8,2017,Never ELL,58,301,13,22.4,23,39.7,19,32.8,3,5.2,22,37.9
08X123,J.H.S. 123 JAMES M. KIERAN,8,2018,Never ELL,39,594,11,28.2,12,30.8,8,20.5,8,20.5,16,41
08X123,J.H.S. 123 JAMES M. KIERAN,8,2019,Never ELL,66,596,12,18.2,30,45.5,19,28.8,5,7.6,24,36.4
08X131,J.H.S. 131 ALBERT EINSTEIN,8,2014,Current ELL,15,265,10,66.7,5,33.3,0,0,0,0,0,0
08X131,J.H.S. 131 ALBERT EINSTEIN,8,2015,Current ELL,25,267,18,72,7,28,0,0,0,0,0,0
08X131,J.H.S. 131 ALBERT EINSTEIN,8,2016,Current ELL,17,262,13,76.5,4,23.5,0,0,0,0,0,0
08X131,J.H.S. 131 ALBERT EINSTEIN,8,2017,Current ELL,5,s,s,s,s,s,s,s,s,s,s,s
08X131,J.H.S. 131 ALBERT EINSTEIN,8,2018,Current ELL,14,579,6,42.9,8,57.1,0,0,0,0,0,0
08X131,J.H.S. 131 ALBERT EINSTEIN,8,2019,Current ELL,17,580,9,52.9,8,47.1,0,0,0,0,0,0
08X131,J.H.S. 131 ALBERT EINSTEIN,8,2014,Ever ELL,30,298,6,20,18,60,4,13.3,2,6.7,6,20
08X131,J.H.S. 131 ALBERT EINSTEIN,8,2015,Ever ELL,32,304,7,21.9,15,46.9,7,21.9,3,9.4,10,31.3
08X131,J.H.S. 131 ALBERT EINSTEIN,8,2016,Ever ELL,25,293,9,36,12,48,4,16,0,0,4,16
08X131,J.H.S. 131 ALBERT EINSTEIN,8,2017,Ever ELL,11,s,s,s,s,s,s,s,s,s,s,s
08X131,J.H.S. 131 ALBERT EINSTEIN,8,2018,Ever ELL,13,602,1,7.7,6,46.2,4,30.8,2,15.4,6,46.2
08X131,J.H.S. 131 ALBERT EINSTEIN,8,2019,Ever ELL,18,603,2,11.1,7,38.9,5,27.8,4,22.2,9,50
08X131,J.H.S. 131 ALBERT EINSTEIN,8,2014,Never ELL,197,289,69,35,100,50.8,23,11.7,5,2.5,28,14.2
08X131,J.H.S. 131 ALBERT EINSTEIN,8,2015,Never ELL,151,290,52,34.4,71,47,25,16.6,3,2,28,18.5
08X131,J.H.S. 131 ALBERT EINSTEIN,8,2016,Never ELL,158,291,54,34.2,78,49.4,19,12,7,4.4,26,16.5
08X131,J.H.S. 131 ALBERT EINSTEIN,8,2017,Never ELL,126,289,46,36.5,56,44.4,22,17.5,2,1.6,24,19
